user,diff
2865,"[74488, 79132, 6016, 5791]"
2867,"[8360, 32019, 33493, 6870]"
2868,"[2533, 2278, 293, 694]"
2874,"[111659, 105844, 68157, 5502]"
2877,"[5952, 2329, 1252, 2000]"
2891,"[25, 2762, 1246, 7022]"
2894,"[2376, 33004, 7254, 527]"
2895,"[59810, 2571, 55118, 111]"
2898,"[68073, 90522, 5445, 2261]"
2899,"[46578, 587, 1302, 46967]"
2903,"[1235, 2763, 1589, 55830]"
2905,"[3450, 3494, 150, 8039]"
2908,"[3186, 92509, 85414, 81847]"
2909,"[1270, 69122, 1092, 150]"
2915,"[6787, 26391, 60397, 6863]"
2916,"[4963, 60069, 4886, 5903]"
2922,"[2058, 1263, 2278, 750]"
2925,"[4816, 785, 2716, 2432]"
2928,"[2160, 31658, 1270, 92535]"
2930,"[119145, 62970, 115617, 4039]"
2931,"[61240, 54001, 81834, 53550]"
2933,"[48385, 79702, 6093, 31878]"
2934,"[3578, 2692, 60069, 1197]"
2941,"[2160, 63082, 7438, 58559]"
2945,"[8984, 74530, 54997, 70286]"
2946,"[8368, 8961, 1748, 356]"
2948,"[3498, 1242, 3203, 4007]"
2955,"[5110, 61323, 49822, 40583]"
2959,"[3897, 541, 2278, 6023]"
2966,"[2688, 8874, 372, 6863]"
2969,"[1617, 6461, 4963, 589]"
2970,"[63113, 10, 60684, 3980]"
2973,"[1194, 60756, 2997, 1358]"
2974,"[5690, 25963, 7700, 26422]"
2984,"[593, 1282, 88235, 90439]"
2988,"[112290, 1265, 33794, 37240]"
3000,"[1784, 7089, 1234, 4019]"
3004,"[593, 21, 2502, 4239]"
3010,"[1282, 45499, 780, 1580]"
3015,"[8464, 7147, 41566, 44191]"
3018,"[1785, 3386, 4979, 2078]"
3020,"[2424, 8916, 8228, 102445]"
3024,"[1240, 1148, 912, 3000]"
3026,"[34048, 7361, 318, 480]"
3029,"[81562, 49957, 109740, 102125]"
3031,"[102125, 6163, 107069, 53125]"
3033,"[7619, 6893, 2366, 1711]"
3051,"[3186, 7171, 3173, 66934]"
3054,"[4896, 63113, 6537, 6711]"
3057,"[5881, 8874, 46723, 356]"
3060,"[1393, 1203, 2726, 110]"
3061,"[5882, 5459, 64957, 61350]"
3070,"[6753, 3481, 68157, 1198]"
3075,"[7147, 55269, 1270, 5903]"
3076,"[733, 2947, 6188, 1085]"
3079,"[1097, 2762, 733, 72998]"
3081,"[1242, 3147, 1198, 2791]"
3086,"[2985, 900, 45517, 40815]"
3088,"[44199, 63082, 2028, 45183]"
3094,"[1784, 3681, 2470, 5782]"
3095,"[4034, 4226, 4027, 54286]"
3106,"[8368, 78105, 2858, 40815]"
3108,"[4226, 43396, 2406, 56367]"
3113,"[1921, 6666, 441, 4082]"
3127,"[4848, 112556, 1173, 36517]"
3132,"[112, 356, 1954, 316]"
3146,"[57368, 96281, 597, 39183]"
3149,"[111362, 2028, 7502, 35836]"
3151,"[2000, 4085, 79132, 6333]"
3155,"[60516, 2985, 32596, 34405]"
3163,"[1704, 60684, 3949, 109487]"
3166,"[832, 3275, 653, 51935]"
3171,"[97913, 7018, 30707, 68358]"
3176,"[1280, 1228, 293, 64839]"
3177,"[69640, 74458, 2628, 45880]"
3178,"[1193, 4226, 44555, 68237]"
3181,"[904, 6953, 68954, 3793]"
3182,"[2763, 2490, 6947, 3147]"
3186,"[1, 2987, 2011, 353]"
3191,"[59315, 349, 7445, 51662]"
3201,"[6987, 2948, 899, 26285]"
3203,"[6016, 7387, 3704, 527]"
3206,"[8360, 6953, 2731, 2019]"
3208,"[2987, 1916, 1197, 8950]"
3210,"[1013, 1196, 2085, 4846]"
3215,"[5377, 64620, 7153, 58559]"
3216,"[3481, 96610, 2571, 8910]"
3218,"[49272, 5010, 5955, 2000]"
3219,"[1136, 8636, 2150, 7624]"
3221,"[946, 3210, 1203, 1957]"
3233,"[2028, 29, 1206, 1199]"
3238,"[1321, 908, 2710, 1247]"
3239,"[2010, 5690, 4427, 356]"
3240,"[26425, 2993, 539, 33836]"
3251,"[115617, 88235, 356, 7153]"
3254,"[2273, 3994, 2396, 7367]"
3257,"[116161, 59369, 1222, 107406]"
3260,"[7160, 1257, 57532, 76]"
3263,"[82459, 5903, 59315, 51255]"
3266,"[4963, 2012, 2011, 47]"
3267,"[5952, 5690, 80549, 91630]"
3268,"[63876, 89753, 92420, 8807]"
3277,"[5064, 53322, 8836, 175]"
3282,"[3168, 48394, 62437, 54999]"
3284,"[5034, 52, 446, 7223]"
3289,"[91500, 118700, 45668, 94070]"
3293,"[5292, 3949, 1295, 919]"
3296,"[912, 65585, 68954, 5989]"
3318,"[46322, 47997, 1206, 3535]"
3324,"[7842, 541, 2692, 27660]"
3329,"[8665, 539, 51662, 53207]"
3330,"[4345, 4306, 2804, 2391]"
3331,"[1296, 1203, 902, 911]"
3344,"[2080, 508, 1660, 213]"
3345,"[2617, 339, 4246, 3039]"
3356,"[4016, 40278, 5989, 70]"
3358,"[27904, 115149, 116797, 47]"
3364,"[441, 27317, 3334, 56757]"
3365,"[4873, 2810, 4973, 2542]"
3368,"[45722, 7482, 69, 49647]"
3373,"[61024, 76251, 64957, 59143]"
3381,"[1784, 357, 49772, 59725]"
3384,"[31658, 6539, 67997, 3174]"
3386,"[104241, 86835, 93510, 36519]"
3389,"[1207, 2018, 71205, 1183]"
3392,"[648, 1033, 595, 1196]"
3397,"[108932, 1466, 96588, 95167]"
3402,"[2728, 4545, 1198, 4327]"
3403,"[2912, 5055, 7022, 2959]"
3409,"[3091, 31437, 78574, 2023]"
3411,"[2672, 59315, 541, 70286]"
3415,"[71518, 68954, 1197, 8966]"
3417,"[1658, 33794, 27773, 1230]"
3419,"[100344, 102993, 2762, 106782]"
3424,"[59369, 2858, 1219, 64614]"
3426,"[1240, 48516, 260, 52281]"
3429,"[608, 3307, 6552, 5110]"
3443,"[7502, 81932, 70286, 33615]"
3446,"[1201, 6890, 2571, 7116]"
3448,"[102993, 55363, 30749, 104241]"
3456,"[73017, 7090, 1220, 64614]"
3457,"[954, 6593, 8970, 56367]"
3469,"[3504, 6003, 8636, 159]"
3470,"[6440, 2130, 6667, 6299]"
3474,"[2012, 63131, 48516, 58998]"
3478,"[110, 2918, 2011, 70286]"
3483,"[53464, 73321, 51662, 4886]"
3485,"[1249, 2174, 2918, 750]"
3486,"[55442, 3949, 1222, 70286]"
3487,"[8464, 1573, 105197, 106487]"
3488,"[27904, 51698, 27660, 2542]"
3490,"[2490, 2194, 70862, 108583]"
3491,"[8529, 2161, 6785, 158]"
3492,"[74458, 2762, 1580, 318]"
3497,"[3033, 5971, 1732, 2542]"
3508,"[3160, 1221, 6223, 551]"
3514,"[6440, 1449, 86898, 78039]"
3523,"[93840, 81834, 97923, 40815]"
3529,"[33451, 1203, 89118, 1287]"
3531,"[55247, 2023, 1732, 1215]"
3542,"[8665, 1485, 1198, 527]"
3543,"[1200, 2329, 5445, 1222]"
3548,"[93840, 67255, 76251, 4223]"
3549,"[4720, 1345, 8798, 2023]"
3563,"[31410, 94833, 72226, 103341]"
3567,"[923, 2932, 1517, 1207]"
3569,"[1097, 780, 41997, 2407]"
3571,"[43936, 31427, 5952, 8947]"
3572,"[36529, 37729, 2692, 8783]"
3573,"[2657, 40819, 2572, 2023]"
3575,"[377, 2580, 1343, 6711]"
3576,"[1262, 6641, 8638, 3606]"
3579,"[3736, 1, 2707, 4011]"
3580,"[54997, 1291, 38061, 2011]"
3587,"[480, 2571, 260, 51662]"
3588,"[593, 1073, 2706, 344]"
3589,"[25, 913, 1230, 1079]"
3591,"[48394, 7099, 60756, 51662]"
3592,"[1291, 35836, 36533, 40815]"
3596,"[1625, 2580, 508, 2804]"
3606,"[2329, 587, 1196, 2028]"
3608,"[1073, 48322, 2423, 44191]"
3618,"[111443, 97923, 108188, 33166]"
3625,"[904, 4801, 1931, 8724]"
3629,"[60072, 77561, 1019, 950]"
3630,"[6016, 7482, 8622, 2150]"
3639,"[46578, 44665, 1258, 2396]"
3641,"[6818, 8132, 1884, 198]"
3648,"[5377, 1580, 8969, 6942]"
3649,"[3186, 74789, 8981, 67734]"
3650,"[4993, 74458, 1307, 79132]"
3653,"[1393, 4034, 2916, 6870]"
3658,"[1704, 344, 588, 1645]"
3660,"[16, 8957, 8981, 1645]"
3663,"[2161, 8045, 4973, 44191]"
3664,"[2948, 47099, 55732, 52241]"
3665,"[2083, 46578, 19, 2692]"
3667,"[64620, 33660, 63876, 34405]"
3671,"[6893, 48738, 588, 30749]"
3676,"[25, 3925, 78349, 93422]"
3679,"[408, 4464, 58293, 1127]"
3685,"[593, 36529, 260, 8132]"
3688,"[919, 3676, 27822, 8807]"
3693,"[106489, 45722, 357, 54997]"
3697,"[1962, 44195, 6709, 38061]"
3708,"[1721, 2423, 3246, 231]"
3711,"[4958, 4306, 31685, 6862]"
3728,"[45208, 1707, 45447, 1663]"
3729,"[1265, 1090, 293, 6942]"
3731,"[1200, 2797, 69951, 1240]"
3733,"[8464, 6874, 8533, 2959]"
3739,"[3072, 3155, 4963, 8947]"
3740,"[1552, 5459, 2804, 4344]"
3748,"[2872, 3536, 2470, 1031]"
3751,"[1960, 1233, 63859, 71462]"
3752,"[2360, 4235, 2710, 2291]"
3758,"[919, 1625, 3100, 1676]"
3759,"[84152, 85881, 1307, 2174]"
3760,"[2329, 32587, 1485, 6934]"
3761,"[3536, 2020, 33493, 1199]"
3776,"[1291, 1884, 1221, 2502]"
3779,"[151, 1193, 2997, 95]"
3782,"[442, 170, 1092, 2672]"
3785,"[72, 45210, 6787, 912]"
3797,"[59810, 1178, 926, 96911]"
3804,"[3424, 1387, 6636, 2006]"
3821,"[208, 3328, 1242, 223]"
3833,"[2329, 3578, 41571, 151]"
3845,"[4993, 31658, 56171, 67255]"
3846,"[84944, 106489, 105197, 79879]"
3848,"[46530, 1682, 628, 31225]"
3858,"[8848, 3089, 3996, 6711]"
3864,"[1949, 6373, 70183, 2391]"
3868,"[1246, 68157, 8798, 47]"
3871,"[2329, 61323, 1356, 7254]"
3877,"[50, 2947, 1982, 318]"
3878,"[3578, 3996, 1949, 527]"
3879,"[514, 3100, 34, 1247]"
3891,"[1032, 30793, 2080, 44974]"
3892,"[1584, 2324, 41285, 86295]"
3894,"[48738, 778, 39292, 5902]"
3895,"[1500, 1274, 6323, 33171]"
3896,"[101864, 95441, 475, 780]"
3901,"[4920, 5952, 589, 7061]"
3905,"[928, 6773, 8950, 56367]"
3907,"[2433, 94266, 39292, 70846]"
3915,"[50872, 8330, 2028, 2863]"
3916,"[509, 2739, 4973, 302]"
3922,"[44191, 3160, 60684, 53519]"
3924,"[1784, 5225, 2115, 2291]"
3925,"[5618, 27523, 51540, 7293]"
3928,"[4776, 1243, 1197, 95]"
3930,"[562, 1148, 33166, 5679]"
3941,"[2761, 58998, 8950, 44191]"
3944,"[55363, 26133, 6867, 60333]"
3948,"[49772, 55052, 68358, 527]"
3957,"[4848, 4993, 32587, 6934]"
3963,"[6539, 1196, 1245, 1367]"
3968,"[8874, 2571, 39183, 42007]"
3969,"[1704, 3363, 1884, 1912]"
3970,"[1272, 3633, 48394, 7573]"
3971,"[4770, 91653, 80862, 67295]"
3973,"[4993, 33166, 70286, 4878]"
3980,"[333, 1370, 45668, 36525]"
3986,"[7361, 6979, 2268, 2321]"
3990,"[111360, 3543, 106100, 367]"
3999,"[70, 4022, 68157, 60950]"
4000,"[1265, 71579, 8961, 2599]"
4005,"[1937, 25826, 4014, 1086]"
4007,"[1225, 6537, 3252, 1246]"
4021,"[63113, 3527, 1021, 2431]"
4022,"[81834, 48780, 81845, 47]"
4026,"[457, 5418, 3252, 4262]"
4027,"[1096, 260, 1028, 8638]"
4029,"[7360, 745, 59315, 7153]"
4030,"[1305, 1090, 1635, 47]"
4032,"[364, 3034, 260, 3967]"
4034,"[2841, 19, 3476, 741]"
4037,"[2918, 539, 2997, 3275]"
4038,"[2762, 1682, 2469, 1271]"
4039,"[95167, 66203, 8373, 45175]"
4042,"[296, 673, 47, 6807]"
4045,"[8033, 1610, 595, 3396]"
4046,"[5378, 2628, 1221, 47]"
4051,"[84152, 2353, 1370, 3717]"
4054,"[59103, 8916, 72998, 58559]"
4055,"[480, 1617, 80219, 91535]"
4057,"[66665, 55765, 2694, 58559]"
4063,"[97304, 71466, 73808, 79357]"
4065,"[1088, 265, 3510, 1270]"
4066,"[106920, 1645, 88163, 33493]"
4073,"[1210, 555, 3949, 81845]"
4076,"[1393, 1961, 4069, 1918]"
4083,"[3809, 56587, 60069, 51935]"
4084,"[38600, 48738, 36517, 44694]"
4087,"[105197, 69, 1206, 109487]"
4089,"[1617, 115617, 107406, 4246]"
4097,"[6947, 1213, 6598, 231]"
4101,"[1210, 1258, 1086, 1711]"
4108,"[89745, 60684, 110, 1375]"
4111,"[3081, 3703, 4878, 2959]"
4118,"[720, 6874, 1148, 1197]"
4126,"[79008, 4865, 6187, 3535]"
4129,"[2130, 74275, 541, 3614]"
4132,"[45728, 38188, 55269, 55814]"
4137,"[4903, 5349, 3598, 215]"
4146,"[70286, 1206, 589, 2710]"
4149,"[8784, 1682, 4979, 1246]"
4150,"[84954, 5060, 300, 85414]"
4156,"[6377, 1682, 500, 318]"
4161,"[33166, 4396, 70, 5791]"
4164,"[1249, 1234, 379, 7153]"
4165,"[1201, 47610, 4699, 3198]"
4168,"[66385, 1210, 1357, 2959]"
4173,"[8360, 8644, 2700, 29]"
4175,"[4993, 64620, 48774, 2028]"
4181,"[91542, 108932, 96079, 106487]"
4184,"[1208, 32587, 293, 1198]"
4186,"[40819, 3396, 4117, 750]"
4189,"[40278, 7022, 6283, 8950]"
4195,"[59369, 96861, 318, 7143]"
4199,"[8874, 555, 2858, 70]"
4200,"[1136, 1234, 5418, 316]"
4214,"[265, 3418, 6299, 1207]"
4215,"[6777, 1090, 40278, 5010]"
4217,"[55274, 4874, 28, 6879]"
4220,"[88744, 51662, 5528, 70286]"
4222,"[46322, 2948, 7981, 42734]"
4223,"[3552, 1265, 1148, 116797]"
4224,"[54272, 57353, 2858, 780]"
4233,"[736, 69526, 55276, 64614]"
4253,"[2355, 7460, 34437, 4262]"
4254,"[66665, 1407, 4326, 5991]"
4257,"[3481, 778, 116797, 86190]"
4268,"[5952, 33794, 2571, 48394]"
4270,"[4993, 3882, 27611, 81847]"
4276,"[25856, 969, 3083, 44694]"
4279,"[16, 953, 34405, 68358]"
4281,"[112290, 1097, 4226, 27611]"
4284,"[98809, 5502, 70286, 2134]"
4292,"[593, 68157, 318, 6591]"
4302,"[4848, 63082, 7323, 318]"
4309,"[1729, 33794, 68157, 52975]"
4314,"[55577, 1707, 2001, 45499]"
4316,"[47610, 3052, 1517, 2959]"
4323,"[2424, 2321, 5995, 1407]"
4325,"[1466, 7158, 4014, 2431]"
4329,"[53121, 5283, 7293, 30707]"
4332,"[3624, 52885, 2478, 8807]"
4334,"[1584, 1994, 541, 2791]"
4340,"[2872, 1225, 6947, 4844]"
4343,"[4128, 2355, 8957, 5299]"
4347,"[106920, 6377, 111235, 81591]"
4353,"[27904, 2161, 1276, 6502]"
4357,"[86833, 180, 87869, 3671]"
4358,"[43560, 26492, 2117, 4799]"
4360,"[1136, 1209, 1221, 1207]"
4362,"[35836, 48516, 6333, 6383]"
4364,"[5816, 53996, 79132, 6934]"
4390,"[647, 1961, 31101, 423]"
4391,"[52952, 59549, 1046, 59615]"
4392,"[44191, 4896, 5903, 3175]"
4399,"[66090, 1387, 8957, 40815]"
4402,"[3527, 53123, 68358, 8783]"
4405,"[1073, 2918, 89492, 1060]"
4410,"[8981, 44555, 8973, 8638]"
4411,"[84392, 480, 94070, 2959]"
4417,"[33794, 32587, 7438, 3703]"
4424,"[7137, 4226, 2108, 5015]"
4429,"[1704, 3147, 79132, 318]"
4431,"[1089, 6721, 608, 1222]"
4439,"[68552, 53993, 51091, 47099]"
4450,"[117176, 31225, 41566, 115231]"
4464,"[608, 1252, 68157, 1213]"
4472,"[7361, 32587, 54503, 1095]"
4474,"[1320, 1387, 1276, 1230]"
4475,"[1649, 8914, 3996, 1237]"
4477,"[4963, 2020, 293, 2078]"
4483,"[5952, 27611, 5445, 66934]"
4488,"[1216, 115617, 5690, 101962]"
4489,"[48516, 587, 1580, 7153]"
4492,"[736, 31685, 765, 2431]"
4495,"[1136, 26131, 6380, 293]"
4500,"[49272, 6889, 71211, 4041]"
4507,"[37240, 25777, 44195, 40815]"
4519,"[2951, 1210, 733, 1207]"
4522,"[96488, 4226, 92475, 60766]"
4525,"[6863, 6093, 2502, 8783]"
4529,"[1809, 7137, 2171, 8622]"
4534,"[1688, 4091, 45668, 36525]"
4537,"[10, 1907, 7438, 54259]"
4541,"[89904, 1673, 98961, 98124]"
4542,"[432, 1136, 6333, 4262]"
4546,"[480, 48385, 6870, 55118]"
4550,"[88129, 1201, 1028, 2078]"
4555,"[2762, 91842, 2355, 110]"
4558,"[1954, 165, 31878, 223]"
4562,"[1196, 55908, 3101, 3095]"
4563,"[46578, 112290, 117533, 2622]"
4565,"[1240, 7361, 3253, 1215]"
4571,"[1682, 2947, 4499, 5349]"
4575,"[117176, 3418, 106100, 37733]"
4578,"[224, 47610, 5989, 2959]"
4580,"[7153, 1721, 1682, 5349]"
4581,"[4235, 6708, 5445, 40819]"
4587,"[1997, 7153, 112171, 1405]"
4590,"[27728, 8914, 260, 5954]"
4594,"[8368, 46530, 45732, 2023]"
4595,"[71057, 745, 48394, 66335]"
4598,"[27721, 5971, 6350, 40819]"
4600,"[5292, 71205, 81782, 86911]"
4605,"[5072, 1625, 7371, 49396]"
4615,"[2076, 1268, 4734, 2791]"
4622,"[5481, 7445, 5502, 2671]"
4627,"[80489, 85414, 102445, 741]"
4629,"[105504, 2011, 106100, 1967]"
4635,"[858, 3429, 38038, 1223]"
4641,"[27873, 522, 1214, 44191]"
4651,"[34048, 1225, 71156, 8644]"
4652,"[45499, 60684, 2028, 56367]"
4655,"[17, 3483, 3988, 4246]"
4658,"[71745, 4641, 86898, 3668]"
4660,"[57504, 2019, 750, 223]"
4686,"[2467, 3468, 2949, 1270]"
4687,"[5816, 3409, 1028, 2478]"
4696,"[2288, 7162, 2138, 7160]"
4705,"[65585, 64957, 72998, 1959]"
4710,"[163, 3020, 750, 431]"
4712,"[924, 2311, 2094, 135]"
4720,"[1208, 1147, 1104, 60943]"
4728,"[4308, 48780, 477, 6502]"
4734,"[3979, 35836, 64997, 2662]"
4739,"[55290, 1228, 541, 2918]"
4742,"[5816, 480, 8970, 52435]"
4745,"[102753, 3949, 7419, 105197]"
4746,"[648, 69757, 1704, 1527]"
4748,"[105, 56949, 6765, 1367]"
4759,"[832, 111443, 2587, 112852]"
4769,"[27904, 18, 64614, 8950]"
4775,"[1080, 93363, 76093, 81591]"
4781,"[6377, 33794, 4406, 58559]"
4784,"[1248, 353, 4979, 101]"
4786,"[47200, 44665, 48516, 454]"
4791,"[2762, 367, 3053, 4783]"
4793,"[1172, 38159, 6620, 327]"
4798,"[8464, 1777, 4308, 40278]"
4802,"[480, 37739, 6708, 5014]"
4808,"[8644, 32587, 5219, 31804]"
4811,"[5952, 3114, 54259, 34405]"
4812,"[8914, 260, 741, 316]"
4822,"[109487, 55052, 80463, 471]"
4826,"[54962, 1196, 34405, 150]"
4829,"[118696, 106489, 4993, 50804]"
4831,"[273, 1292, 1805, 2502]"
4833,"[2011, 64716, 64957, 110]"
4834,"[88129, 778, 5025, 89774]"
4843,"[1784, 539, 33660, 4246]"
4844,"[5171, 81834, 4643, 8798]"
4847,"[54272, 7153, 50005, 30822]"
4851,"[50, 2789, 70286, 67255]"
4854,"[87232, 364, 5989, 3462]"
4855,"[74458, 3499, 34437, 48774]"
4857,"[1185, 2858, 2012, 1212]"
4860,"[53129, 82459, 59315, 85414]"
4871,"[55555, 4235, 2997, 1687]"
4877,"[87234, 34405, 83613, 58655]"
4879,"[6016, 2617, 69844, 1573]"
4896,"[6016, 2174, 59315, 7438]"
4900,"[53464, 6539, 82852, 34150]"
4910,"[89745, 50, 106489, 73017]"
4931,"[47200, 593, 1221, 54999]"
4935,"[5377, 84954, 4973, 3897]"
4938,"[1265, 63082, 44195, 94959]"
4950,"[16, 1258, 69134, 64839]"
4951,"[8712, 3088, 932, 965]"
4952,"[2160, 40629, 8958, 6927]"
4958,"[6773, 2115, 45, 5064]"
4959,"[6785, 1721, 1028, 7614]"
4960,"[380, 4262, 21, 4102]"
4964,"[57368, 7371, 4848, 7438]"
4965,"[97304, 97921, 628, 85414]"
4967,"[4467, 108188, 96691, 4591]"
4968,"[58025, 86892, 1485, 71535]"
4970,"[2355, 3740, 2028, 551]"
4972,"[8376, 72489, 94777, 59143]"
4978,"[4873, 3275, 62956, 56563]"
4980,"[3552, 377, 474, 4886]"
4982,"[4361, 67267, 53123, 1101]"
4996,"[1233, 474, 1206, 750]"
4997,"[7458, 4995, 1221, 1262]"
4999,"[63082, 1219, 290, 4878]"
5004,"[84152, 296, 8874, 4370]"
5005,"[296, 1193, 4085, 96079]"
5014,"[913, 2186, 2019, 47]"
5015,"[7482, 2124, 589, 1215]"
5017,"[6283, 48780, 4973, 1206]"
5023,"[26560, 2019, 48516, 3174]"
5031,"[54272, 2329, 1252, 5902]"
5032,"[3498, 3273, 33794, 63131]"
5036,"[58295, 1298, 68347, 2991]"
5043,"[7293, 6711, 590, 47]"
5044,"[497, 56339, 7116, 69844]"
5049,"[593, 5618, 1923, 6539]"
5057,"[4306, 59315, 60069, 3275]"
5059,"[31410, 8874, 1020, 47]"
5061,"[26614, 7090, 4963, 1950]"
5063,"[328, 38097, 5444, 1198]"
5066,"[4306, 6283, 3996, 63859]"
5070,"[79720, 45186, 4011, 81383]"
5072,"[592, 4219, 53125, 5630]"
5076,"[3471, 8961, 6333, 1207]"
5077,"[1262, 48780, 912, 110]"
5080,"[45186, 97304, 4226, 100383]"
5088,"[1288, 745, 2330, 908]"
5097,"[4928, 6433, 3629, 6016]"
5098,"[3418, 4963, 30812, 1127]"
5101,"[1, 3147, 1036, 2006]"
5102,"[44761, 2355, 4014, 5135]"
5107,"[8464, 953, 112290, 1941]"
5114,"[1704, 38388, 1997, 6934]"
5115,"[8528, 7669, 34405, 68157]"
5118,"[6874, 69122, 91658, 81562]"
5123,"[68848, 71466, 55363, 47]"
5128,"[153, 266, 7007, 2671]"
5130,"[91630, 5673, 115569, 111759]"
5137,"[154, 1885, 6357, 47]"
5138,"[3634, 6611, 2917, 1086]"
5146,"[30793, 4699, 2467, 53125]"
5148,"[2329, 46578, 356, 1377]"
5157,"[33004, 79132, 85397, 2335]"
5171,"[4720, 1962, 68237, 3578]"
5175,"[49272, 1282, 3996, 7502]"
5178,"[4816, 1537, 27338, 65133]"
5181,"[1704, 8638, 90430, 55247]"
5185,"[1032, 8464, 74458, 3967]"
5192,"[54001, 194, 500, 2997]"
5193,"[3967, 5669, 4246, 4973]"
5199,"[6297, 5577, 6188, 361]"
5204,"[2571, 63131, 56885, 3916]"
5219,"[81834, 3114, 81845, 3466]"
5221,"[3072, 307, 2973, 1183]"
5230,"[66785, 67734, 71899, 86142]"
5239,"[2291, 4, 5989, 4015]"
5242,"[45722, 94780, 33615, 90439]"
5257,"[4027, 57669, 38061, 51255]"
5261,"[32298, 1282, 41573, 4621]"
5262,"[1784, 1304, 3360, 4855]"
5264,"[2232, 3706, 7371, 1333]"
5270,"[380, 1193, 55820, 56782]"
5272,"[2953, 6874, 52460, 60684]"
5279,"[16, 2329, 104, 59126]"
5284,"[1616, 5618, 7256, 2291]"
5286,"[4025, 539, 76093, 4447]"
5288,"[2174, 88179, 70286, 81591]"
5290,"[3408, 4993, 2406, 1374]"
5303,"[53993, 53972, 8972, 7022]"
5309,"[49272, 81788, 2804, 920]"
5314,"[1304, 58297, 1488, 59103]"
5319,"[1784, 81834, 88125, 60069]"
5322,"[5992, 6552, 82459, 3949]"
5324,"[1212, 1061, 750, 2407]"
5329,"[6874, 308, 1956, 55118]"
5335,"[47610, 3786, 40629, 83798]"
5337,"[106489, 7154, 7254, 7143]"
5338,"[1210, 1196, 2871, 1199]"
5342,"[8907, 1884, 4973, 1206]"
5347,"[109487, 48043, 47404, 44191]"
5348,"[180, 2116, 2021, 8950]"
5350,"[1200, 4034, 7387, 4902]"
5352,"[106002, 46803, 2524, 8446]"
5353,"[102481, 91890, 103883, 3967]"
5359,"[733, 82459, 316, 1653]"
5364,"[65514, 71899, 4995, 59315]"
5366,"[1298, 1228, 6333, 1343]"
5376,"[30707, 33660, 597, 58559]"
5378,"[111360, 6270, 2686, 106766]"
5393,"[48741, 8167, 7223, 3095]"
5403,"[1250, 3755, 1230, 3911]"
5406,"[2360, 42738, 55820, 1175]"
5423,"[6537, 380, 293, 68791]"
5429,"[5952, 1089, 1250, 1252]"
5438,"[344, 8961, 778, 2542]"
5443,"[97024, 95558, 1198, 53318]"
5446,"[3968, 6874, 5445, 101]"
5447,"[2600, 27801, 3275, 27660]"
5450,"[27808, 6323, 64957, 60950]"
5451,"[648, 4973, 48774, 47]"
5452,"[592, 56921, 589, 60950]"
5457,"[6377, 104908, 2918, 1487]"
5466,"[32296, 1682, 5995, 5989]"
5475,"[1648, 265, 87004, 68358]"
5477,"[296, 745, 6874, 1148]"
5478,"[593, 59315, 72998, 2542]"
5482,"[69644, 34332, 75341, 56367]"
5485,"[1258, 1035, 69757, 52319]"
5488,"[30793, 4095, 72733, 27815]"
5489,"[3089, 62849, 7323, 33166]"
5495,"[90600, 66934, 4262, 112183]"
5499,"[593, 26306, 44195, 1215]"
5500,"[44665, 48516, 7293, 47]"
5503,"[2081, 69122, 1275, 68157]"
5507,"[2393, 1777, 380, 3255]"
5509,"[57669, 260, 733, 4973]"
5514,"[112290, 50011, 46572, 3342]"
5515,"[51080, 68954, 1036, 165]"
5516,"[595, 4027, 318, 56367]"
5517,"[2329, 2571, 260, 4973]"
5523,"[1090, 5418, 60069, 1198]"
5525,"[1704, 84601, 2011, 95]"
5527,"[912, 44974, 55118, 111]"
5529,"[4728, 2706, 106100, 44191]"
5531,"[1209, 307, 308, 26094]"
5539,"[3917, 6077, 30822, 1079]"
5544,"[904, 1200, 1981, 4686]"
5546,"[81564, 30810, 69844, 2092]"
5548,"[5952, 4865, 39052, 253]"
5552,"[53953, 4995, 33166, 58047]"
5574,"[5785, 79702, 1653, 110]"
5580,"[1265, 1610, 1059, 3039]"
5584,"[1408, 1097, 3793, 1639]"
5593,"[8636, 500, 316, 6333]"
5597,"[71057, 4146, 3155, 48394]"
5601,"[1201, 7669, 2692, 1265]"
5609,"[586, 2699, 4022, 1259]"
5611,"[66097, 4993, 7361, 62434]"
5613,"[1288, 48738, 61323, 55765]"
5615,"[1466, 47610, 364, 933]"
5622,"[52722, 38038, 45517, 6534]"
5628,"[77328, 3578, 74750, 1223]"
5642,"[54272, 377, 3275, 30812]"
5643,"[61240, 2329, 44788, 26366]"
5653,"[4880, 5952, 3996, 55280]"
5664,"[1288, 6539, 500, 3000]"
5665,"[296, 86833, 252, 74573]"
5676,"[648, 27329, 4993, 6422]"
5677,"[1625, 5956, 55765, 26502]"
5684,"[457, 2571, 260, 5747]"
5691,"[2363, 48516, 6502, 41527]"
5692,"[1210, 8644, 1250, 1772]"
5696,"[48304, 37857, 318, 1967]"
5703,"[1269, 6242, 1197, 38038]"
5706,"[800, 457, 2804, 2944]"
5708,"[296, 8970, 2268, 3418]"
5709,"[778, 1246, 51662, 4239]"
5718,"[778, 48394, 4995, 5445]"
5720,"[2640, 2018, 2012, 1356]"
5725,"[84944, 51562, 41285, 7502]"
5731,"[903, 908, 589, 2791]"
5734,"[6377, 1036, 7153, 1270]"
5741,"[736, 7153, 1299, 55820]"
5743,"[89904, 73017, 2571, 57669]"
5749,"[3000, 1060, 2949, 55118]"
